卡牌ID,同卡牌ID,普通技能ID,觉醒技能ID,卡牌称号,卡牌名称,稀有度,职业,属性,COST,HP,物攻,魔攻,恢复量,卡牌类别,主效果,详细效果(普通）,详细效果(觉醒）,台词（攻击）,台词（支援）,头像ID
10145035,10145034,11104641,11104642,新入社员,异界型 凉风青叶,MR,佣兵,火,2,2513,279,0,0,物理,自身数值加伤/攻击,敌单体/物理/2714点火属性伤害，暴击率150%,敌单体/物理/5368点火属性伤害，暴击率150%，【3Chain以上】物理/5368点+物理攻击力60%的火属性伤害，2次攻击，暴击率150%，提升当前HP30%的威力,我有憧憬的人了！,希望对角设能起到点参考…,10145035
10145037,10145036,14401421,14401422,邮件达人,异界型 泷本一二三,MR,歌姬,火,2,2513,0,0,279,支援,物攻↑/治疗,自身/1回合/提升物理攻击6006,己方1人/2回合/提升物理攻击8948，己方全体/恢复2010点HP,…加，加油,不要太过于无视…,10145037
10145039,10145038,13202791,13202792,青春T恤,异界型 筱田初,MR,盗贼,火,2,2932,0,209,0,魔法,攻击/点燃/追伤,敌单体/魔法/1314点火属性伤害，暴击率150%,敌全体/魔法/2628点火属性伤害，暴击率150%，3回合/每回合1005+44%魔法攻击的燃烧伤害，【3Chain以上】魔法/4205点火属性伤害，暴击率150%，3回合/每回合1608+70%魔法攻击的燃烧伤害，自身/3回合/赋予7898火追加伤害,光之战队ー！化为我的力量吧ー！,要好好利用这紧张感…！,10145039
10145041,10145040,12503821,12503822,暖呼呼茶会,异界型 饭岛优音,MR,富豪,火,2,2932,209,0,0,防御,属抗↑/抽卡/追伤,自身/2回合/提升326点物理防御，2回合/提升326点魔法防御,己方全体/2回合/提升1122点风属性抗性，1回合/赋予6581火追加伤害，己方全体/抽卡+1，【3Chain以上】3回合/提升1122点风属性抗性，2回合/赋予6581火追加伤害,就当作是塑身好了…,大家，要来点茶吗？,10145041
10145043,10145042,10300791,,憧憬之人,异界型 八神光,MR,通用,冰,1,4188,0,0,0,弱化,物攻↓/魔攻↓,敌全体/2回合/物理攻击下降360+HP的2%，2回合/魔法攻击下降360+HP的2%,,没办法，我来处理吧,嗯～，清爽多了♪,10145043
10145045,10145044,10300771,,体贴的AD,异界型 远山凛,MR,通用,火,1,2932,70,70,70,支援,追伤,己方1人/2回合/赋予2700火追加伤害,,我也要尽全力啦！,一定要平安归来哦,10145045
10145047,10145046,14401441,14401442,前辈组合,异界型光＆凛,MR,歌姬,火光,3,2932,0,0,209,支援,魔攻↑/暴击↑,自身/1回合/提升魔法攻击5805,己方1人/2回合/提升魔法攻击11609，【2Chain以上】2回合/提升魔法攻击16300，2回合/暴击率提升400%,『是是，我知道了』,「有什么不好的…」,10145047
10145049,10145048,12503841,12503842,角色组,异界型 青叶＆一二三,MR,富豪,火光,2,2932,209,0,0,防御,抽卡/物防↑/魔防↑,自身/2回合/提升888点物理防御,己方全体/2回合/提升1041点物理防御，抽卡+1，【3回合后】2回合/提升1910点物理防御，2回合/提升1910点魔法防御,『青叶…不要勉强』,「来个甜甜圈吧♪」,10145049
10145051,10145050,11104661,11104662,同期组合,异界型初＆优音,MR,佣兵,火,2,2932,209,0,0,物理,攻击/COST封印,敌单体/物理/5913点火属性伤害，暴击率150%,敌全体/物理/11826点+物理攻击力150%的火属性伤害，暴击率150%，自身/2回合/COST封印2点,『初，你搞错角色了！』,「优音用战斗来塑身…」,10145051
10145053,10145052,13202811,13202812,他社间谍？,异界型海子＆宁宁,MR,盗贼,火,1,2932,0,209,0,魔法,攻击/追伤,敌单体/魔法/1250点+魔法攻击力50%的火属性伤害，暴击率150%，自身/1回合/赋予1688火追加伤害,敌全体/魔法/2439点+魔法攻击力50%的火属性伤害，暴击率150%，自身/3回合/赋予2025火追加伤害,『这样真的有用吗！？』,「对对对对不起～！！」,10145053
10145070,10145070,10300751,,角色组,异界型 青叶＆一二三,MR,通用,暗,1,2285,127,0,127,弱化,物攻↓/魔攻↓,敌全体/2回合/降低500点物理攻击，2回合/降低500点魔法攻击,,不要坏心眼啦ー！,呵呵呵~要加油了哦！,10145070
10145055,10145054,11104681,11104682,真皇王,戴冠型君士坦丁,MR,佣兵,火光,4,5331,0,0,0,物理,自身数值加伤/攻击/属抗↓/属抗↓,敌单体/物理/10793点+物理攻击力150%的火光属性伤害，暴击率150%,敌全体/物理/23562点+物理攻击力150%的火光属性伤害，暴击率150%，敌全体/3回合/降低25313点火属性抗性，敌全体/3回合/降低25313点光属性抗性，【4Chain以上】自身/提升当前魔法攻击100%的威力,折断所有的王者之剑！,为了寻找真王的战斗从此结束了。,10145055
10145057,10145056,12503861,12503862,真皇王,戴冠型君士坦丁,MR,富豪,火光,1,5331,0,0,0,防御,嘲讽/抽卡,自身/1回合/提升1391点物理防御，1回合/提升1391点魔法防御,自身/1回合/使攻击向自身集中，减免30%伤害，己方全体/抽卡+1,折断所有的王者之剑！,为了寻找真王的战斗从此结束了。,10145055
10145059,10145058,13601941,13601942,真皇王,戴冠型君士坦丁,MR,盗贼,风暗,2,5331,0,0,0,弱化,魔攻↓/魔攻↑,敌单体/2回合/降低500点魔法攻击,敌单体/3回合/降低2503点魔法攻击，自身/2回合/提升魔法攻击10525，【3Chain以上】己方全体/2回合/提升魔法攻击10525，敌全体/3回合/降低2503点魔法攻击,折断所有的王者之剑！,为了寻找真王的战斗从此结束了。,10145055
10145061,10145060,14401461,14401462,真皇王,戴冠型君士坦丁,MR,歌姬,火暗,1,5331,0,0,0,支援,物攻↑,自身/1回合/提升物理攻击2210,【3回合后/敌方行动后发动/保持3回合】己方1人/3回合/提升物理攻击10097,折断所有的王者之剑！,为了寻找真王的战斗从此结束了。,10145055
10146002,10146001,11104761,11104762,天子魔,炎夏型 第六天魔王,MR,佣兵,风,2,2094,0,349,0,魔法,破防/攻击,敌单体/魔法/1564点风属性伤害，暴击率150%,敌全体/魔法/3128点+魔法攻击力50%的风属性伤害，2次攻击，暴击率150%，【2Chain以上】无视70%的防御,此地的魔王有我一个就足够了！,好热！不想出门！,10146002
10146004,10146003,12503941,12503942,水月之华,炎夏型 辉夜,MR,富豪,风,2,2513,279,0,0,防御,属抗↑/抽卡/伤害反弹,自身/2回合/提升326点物理防御，2回合/提升326点魔法防御,己方全体/2回合/提升1122点冰属性抗性，己方全体/2回合/反射所受全伤害的169%，己方全体/抽卡+1，【3回合前】2回合/提升2184点冰属性抗性，己方全体/2回合/反射所受全伤害的338%,就交给兔子们好了。,好想早点下海呀～…。,10146004
10146006,10146005,14500181,14500182,漂流美人,炎夏型 歌姬亚瑟,MR,歌姬,风,2,2513,0,0,279,防御,魔防↑/治疗,自身/2回合/提升1000点魔法防御,己方全体/2回合/提升1439点魔法防御，己方全体/恢复1507点HP，【2Chain以上】2回合/提升2327点魔法防御，己方全体/恢复2352点HP,将变成最棒的舞台~！,来制作一个，美妙的回忆吧♪,10146006
10146008,10146007,13602021,13602022,幻爱的达人,炎夏型贝莉珊,MR,盗贼,风,2,2094,0,349,0,弱化,物攻↓/物防↑,敌单体/2回合/降低1439点物理攻击,敌单体/2回合/降低2878点物理攻击，【自身/弱化/额外1枚以上】己方全体/2回合/物理防御提升1620+魔法攻击的10%,我也好想被搭讪呀！,幻术什么都可以做到♪,10146008
10146010,10146009,14303541,14303542,恶食的邪龙,炎夏型林德虫,UR,歌姬,风,2,1777,0,0,127,治疗,魔攻↑/治疗,自身/恢复982点HP,己方全体/2回合/提升魔法攻击1634，恢复1963点HP,当作消遣陪你玩玩吧。,不要打搅我的睡眠。,10146010
10146012,10146011,12400191,12400192,约定的冒险者,异界型莱德-冒险者-,MR,富豪,风,3,3046,127,0,0,支援,物攻↑/抽卡,自身/1回合/提升物理攻击6006，自身/抽卡+1,己方1人/1回合/提升物理攻击9969，己方全体/抽卡+2,帮助弱者，惩治恶人！,最好不要小看我。,10146011
10146014,10146013,11401091,11401092,孤独的冒险者,异界型莉塔-冒险者-,MR,佣兵,冰,2,2665,190,0,0,支援,物攻↑,自身/1回合/提升物理攻击6006,自身/1回合/提升物理攻击9969，【自身/冰/额外1枚以上】2回合/提升物理攻击13933,不能原谅。,不准你出手。,10146013
10146016,10146015,14401481,14401482,与圣剑同在,炎夏型菲,UR,歌姬,火,2,1615,0,0,115,支援,物攻↑,自身/1回合/提升物理攻击3617,己方1人/2回合/提升物理攻击6028,亚瑟大人之外的人，不行！,浮起来后很舒服呢～,10146016
10146018,10146017,13400911,13400912,夏之栞,炎夏型克莱尔,UR,盗贼,光,2,1846,0,77,0,支援,追伤,自身/2回合/提升物理攻击2412，2回合/提升魔法攻击2412,自身/2回合/赋予3750光追加伤害,已经决定是休息时间了就绝不让人来打扰。,夏天的短签。请看一下吧。,10146018
10146020,10146019,12101281,12101282,飞天之脚,炎夏型艾菲,UR,富豪,暗,2,1615,115,0,0,物理,攻击/抽卡,敌单体/物理/1180点暗属性伤害，暴击率150%,敌单体/物理/1949点+物理攻击力40%的暗属性伤害，3次攻击，暴击率150%，己方全体/抽卡+1,喜欢海上战吗？行啊！,呜哇！别、别泼水啊！,10146020
10146022,10146021,13601961,13601962,盛夏的果实,炎夏型小红帽,MR,盗贼,冰,2,2665,0,190,0,弱化,魔攻↓/追伤,敌单体/3回合/降低468点魔法攻击,敌单体/3回合/降低1825点魔法攻击，【自身/冰/额外1枚以上】4回合/降低1825点魔法攻击，自身/4回合/赋予6581冰追加伤害,消灭狼先生好了？,你骗我～！,10146022
10146024,10146023,11104701,11104702,热带的雪兽,炎夏型埃洛索尔,MR,佣兵,风,2,2285,0,254,0,魔法,攻击/追伤,敌单体/魔法/3628点风属性伤害，暴击率150%,敌单体/魔法/6006点风属性伤害，暴击率150%，自身/3回合/赋予3375风追加伤害,在我的力量下变为冰雕吧！,把这家伙冻起来好了！,10146024
10146026,10146025,12503881,12503882,倭的假日,炎夏型卑弥呼,MR,富豪,风,4,2665,190,0,0,防御,抽卡/物防↑/魔防↑,自身/2回合/提升1125点物理防御，2回合/提升1125点魔法防御,己方全体/2回合/提升1814点物理防御，2回合/提升1814点魔法防御，己方全体/抽卡+1，【3Chain以上】2回合/提升3628点物理防御，2回合/提升3628点魔法防御,接受报应吧！,我说，给我振作些！,10146026
10146028,10146027,14303501,14303502,魔法的泳装,炎夏型库拉奇,MR,歌姬,风,1,2665,0,0,190,支援,治疗↑/抽卡,自身/恢复1564点HP,自身/2回合/提升治疗量1410，【自身/额外2枚以上】3回合/提升治疗量1410，抽卡+2,绝不原谅哦！,小库拉奇，会加油的！,10146028
10146030,10146029,13601981,13601982,脑杀魔术,炎夏型摩高斯,MR,盗贼,风,2,2665,0,190,0,弱化,物攻↓/魔攻↑,敌单体/2回合/降低500点物理攻击,敌单体/2回合/降低2439点物理攻击，自身/2回合/提升魔法攻击6038,诅咒自己的命运吧！,这又是怎么回事？,10146030
10146037,10146036,12503921,12503922,疾风阵驱,军装型侠客亚瑟,MR,富豪,风,2,2932,209,0,0,防御,属抗↑/抽卡/追伤,自身/2回合/提升326点物理防御，2回合/提升326点魔法防御,己方全体/2回合/提升1122点冰属性抗性，1回合/赋予6581风追加伤害，己方全体/抽卡+1，【3Chain以上】3回合/提升1122点冰属性抗性，2回合/赋予6581风追加伤害,马上就做个了断！,削弱敌人的战斗力！,10146037
10146039,10146038,11104741,11104742,天军地阵,军装型维儿珂,MR,佣兵,风,5,2513,0,279,0,魔法,自身数值加伤/攻击,敌单体/魔法/8924点+魔法攻击力180%的风属性伤害，暴击率150%,敌全体/魔法/17739点+魔法攻击力180%的风属性伤害，暴击率150%，【3Chain以上】自身/提升当前物理攻击80%的威力,锁定目标，发射！！,等等，这是怎么回事啊ー！？,10146039
10146041,10146040,14303521,14303522,军师之才,军装型斯卡哈,MR,歌姬,风光,1,2932,0,0,209,支援,治疗↑/延迟奶,自身/恢复1125点HP,自身/3回合/提升治疗量888，己方全体/3回合/每回合恢复HP302，【3Chain以上】3回合/提升治疗量1715，己方全体/3回合/每回合恢复HP603,在我的武器下灰飞烟灭吧！,我送救援物资来了哦！,10146041
10146043,10146042,13400951,13400952,刚柔的一枪,军装型加雷斯,MR,盗贼,风,2,2513,0,279,0,支援,魔攻↑/追伤,自身/1回合/提升物理攻击3003，1回合/提升魔法攻击3003,己方1人/3回合/赋予3038风追加伤害，【目标为追加伤害状态】3回合/提升魔法攻击8948,吃我这招！,没事的！我可以的！,10146043
10146045,10146044,13602001,13602002,湖之圣少女,可怜型兰斯洛特,MR,盗贼,风,2,2513,0,279,0,弱化,魔攻↓/属抗↓,敌单体/2回合/降低750点魔法攻击,敌单体/2回合/降低2878点魔法攻击，敌全体/2回合/降低6750点风属性抗性,赌上湖之骑士的骄傲！,不能退后！,10146045
10146047,10146046,12503961,12503962,霸者之剑,可怜型高文,MR,富豪,暗,2,2932,209,0,0,防御,抽卡/魔防↑,自身/2回合/提升1564点魔法防御,己方1人/2回合/提升3128点魔法防御，【自身/防御/额外2枚以上】己方全体/2回合/提升3128点魔法防御，己方全体/抽卡+2,你认真了就这么点实力吗！太轻松了！,别呆站着不动啊ー！,10146047
10146049,10146048,14401501,14401502,天眼千慧,可怜型亚瑟魔法之派,MR,歌姬,光,2,2513,0,0,279,支援,魔攻↑/暴击↑,自身/1回合/提升魔法攻击4474,己方1人/2回合/提升魔法攻击8948，【2Chain以上】2回合/提升魔法攻击12515，2回合/暴击率提升300%,你大意了呢！,现在是真的女孩子啊！,10146049
10146051,10146050,11401111,11401112,剑之誓,可怜型亚瑟剑术之城,MR,佣兵,风,2,2513,0,279,0,支援,魔攻↑,自身/1回合/提升魔法攻击6006,自身/1回合/提升魔法攻击11951，【自身/风/额外1枚以上】2回合/提升魔法攻击16707,见识下圣剑真正的力量吧！,一鼓作气上了！,10146051
20000003,20000003,10200061,,应援之妖精,究极切尔莉,UR,通用,光,9,5,5,5,5,魔法,攻击,敌单体/魔法/90点光属性伤害，暴击率150%,,总之，先攻击看看吧。,这下能轻松一点了吧？,20000003
20000004,20000004,10200061,,应援之妖精,百万切尔莉,MR,通用,光,9,5,5,5,5,魔法,攻击,敌单体/魔法/90点光属性伤害，暴击率150%,,让我狠狠收拾你！,振作点！,20000004
20000020,20000020,10200011,,螺旋之妖精,炽焰琪拉莉,UR,通用,火,9,5,5,5,5,魔法,攻击,敌单体/魔法/90点火属性伤害，暴击率150%,,我的魅力会把你烫伤的。,只有亚瑟一个，很靠不住。,20000021
20000021,20000021,10200021,,螺旋之妖精,极寒琪拉莉,UR,通用,冰,9,5,5,5,5,魔法,攻击,敌单体/魔法/90点冰属性伤害，暴击率150%,,我要用我的力量把你变成冰块。,我的救援是很珍贵的喔。,20000022
20000022,20000022,10200031,,螺旋之妖精,暴风琪拉莉,UR,通用,风,9,5,5,5,5,魔法,攻击,敌单体/魔法/90点风属性伤害，暴击率150%,,我要用我的招式把你刮跑。,我来化作风，推你一把吧。,20000023
20000023,20000023,10200041,,螺旋之妖精,极光琪拉莉,UR,通用,光,9,5,5,5,5,魔法,攻击,敌单体/魔法/90点光属性伤害，暴击率150%,,用闪烁的光芒消灭你。,终于轮到我出场了。,20000024
20000024,20000024,10200051,,螺旋之妖精,极黑琪拉莉,UR,通用,暗,9,5,5,5,5,魔法,攻击,敌单体/魔法/90点暗属性伤害，暴击率150%,,在寂静的黑暗中，你只能注视我一个！,亚瑟，战斗还没完喔！,20000025
20000025,20000025,10200041,,螺旋之妖精,传说琪拉莉,MR,通用,光,9,5,5,5,5,魔法,攻击,敌单体/魔法/90点光属性伤害，暴击率150%,,不要接近咱！,以此为荣吧。,20000026
20000028,20000028,10200071,,富之妖精,究极珠艾莉,UR,通用,暗,9,5,5,5,5,魔法,攻击,敌单体/魔法/90点暗属性伤害，暴击率150%,,是不是真的要我狠狠揍你一顿！,给我咬紧牙关！,20000029
20000029,20000029,10200071,,富之妖精,百万珠艾莉,MR,通用,暗,9,5,5,5,5,魔法,攻击,敌单体/魔法/90点暗属性伤害，暴击率150%,,钱我倒是有很多！,实惠吗？,20000030
